population,householdsize,medIncome,pctWWage,pctWFarmSelf,pctWInvInc,pctWSocSec,pctWPubAsst,pctWRetire,medFamInc,perCapInc,whitePerCap,blackPerCap,indianPerCap,AsianPerCap,OtherPerCap,HispPerCap,PctKids2Par,PctYoungKids2Par,PctTeen2Par,PctWorkMomYoungKids,PctWorkMom,NumKidsBornNeverMar,PctKidsBornNeverMar,ViolentCrimesPerPop
30495,2.86,19397,69.39,0.58,29.9,29.68,12.93,14.56,23708,9790,11957,4412,3739,7951,3798,8340,60.66,65.9,68.82,45.83,52.3,1638,5.69,1450.47
23451,3.37,29206,84.81,0.43,24.67,18.14,16.44,11.1,31319,9968,11102,10211,9729,10094,6885,6391,50.69,68.36,69.39,68.06,70.88,1825,10.41,2344.56
16392,3.11,70287,88.78,1.65,67.16,12.66,1.63,11.63,74736,27417,27568,23433,0,20798,0,9536,90.37,96.53,93.44,49.59,56.24,46,0.45,64.88
30159,2.85,45043,92.17,1.01,46.08,10.49,1.82,8.14,48162,17932,18626,14520,19782,13588,9323,8996,82.29,93.76,82.8,58.23,67.24,187,0.98,129.64
31828,2.86,18506,69.44,0.57,25.37,28.47,14.23,12.76,21610,8740,10816,4952,9956,4702,20369,10001,58.17,67.61,62.3,60.12,65.39,2067,7.04,345.46
15080,2.93,44083,82.63,1.93,58.48,27.68,4.84,19.82,46833,16176,16165,20783,35463,16641,585,9802,83.13,94.46,83.5,66.67,77.18,87,0.81,267.33
12649,2.75,28998,75.33,0.39,35.35,35.22,8.84,21.51,35419,12256,12244,4267,34620,9198,16000,11592,63.23,76.27,82.54,47.81,64.06,375,3.68,160.93
30533,2.63,36972,78.49,0.21,60.89,32.15,2.63,20.91,41173,16029,16034,22291,10500,14612,11771,20930,86.71,95.36,90.67,59.78,67.81,95,0.41,80.5
18828,2.83,34179,84.66,0.84,38.22,21.61,2.87,14.1,36222,12689,12721,6000,8977,19400,7032,9363,74.84,86.9,77.08,67.35,74.27,102,0.72,399.86
12697,2.99,31617,87.45,1.48,30.2,21.19,4.92,13.23,32658,11216,11224,14904,2166,0,15000,15000,78.62,85.89,84.85,62.42,68.66,131,1.33,69
41856,2.88,20864,68.64,0.4,20.29,33.59,19.65,16.98,24893,9115,11791,7974,6542,9257,4175,3870,34.16,52.22,44.5,65.09,69.12,6192,17.78,4877.06
10513,2.44,20745,70.75,1.97,29.58,34.77,9.65,13.51,27195,11784,13507,5446,0,2912,28259,10691,64.99,83.69,71.41,62.08,69.35,324,3.79,919.02
280015,2.44,22772,75.21,0.42,32.56,28.72,9.46,14.7,27662,13277,15785,6841,10172,10037,8192,10142,51.4,63.27,60.73,63.78,70.03,15174,7.25,3235.45
1006877,2.5,27489,82.88,0.86,34.27,19.32,5.77,9.85,31925,16300,22898,8444,10048,12628,6433,7093,57.49,75.51,64.88,61.35,67.59,49587,7.28,1744.19
15180,2.9,20859,70.42,1.88,37.61,33.69,7.4,16.11,27372,11454,11005,22136,4557,10478,1105,2498,73.01,87.05,71.15,58.48,70.43,129,1.2,76.49
52179,2.46,24714,75.72,0.56,49.07,25.42,6.3,16.37,33705,13698,13902,6082,12067,12411,5894,8598,68.05,79.81,72.68,57.71,69.73,731,2.3,339.31
21951,2.49,24814,70.72,0.49,33.91,37.07,5.39,26.49,28293,12486,12644,9302,11326,9319,7992,8864,63.4,81.57,77.81,61.43,74.27,179,0.97,807
38793,2.4,42971,80.82,0.84,51.46,21.08,4.22,13.44,50411,21471,22991,21042,14565,19631,11713,11855,67.27,82.6,65.9,57.4,67.12,772,3.27,932.05
13086,2.88,26974,77.97,0.81,39.62,24.43,5.79,14.86,30683,11413,11515,9739,14113,11047,6062,5636,71.79,87.7,80.1,65.5,68.88,106,1.06,235.04
78380,2.5,22112,70.92,0.23,35.07,33.29,11.99,17.34,27277,11041,12217,8460,17292,6953,4718,5151,49.62,60.51,59.62,59.54,64.73,5395,8.86,1195.53
20027,2.89,17826,73.04,1.82,33.95,23.83,7.7,12.38,27707,9610,11998,5156,4138,8163,9927,5335,58.82,77.92,70.24,64.04,68.77,1031,8.68,1293.95
87425,2.67,32165,76.1,0.48,33.3,23.99,15.69,17.29,36657,14630,20133,11156,11167,13797,9976,10696,49.56,64.48,57.97,60.93,67.87,5014,7.61,3239.2
39990,2.73,37701,75.95,0.54,44.43,32.69,6.21,19.94,44901,15598,15945,12837,17918,12791,6282,7289,74.23,85.28,76.74,66.94,72.38,654,2.15,364.19
51206,2.67,36809,81.92,0.63,53.17,27,3.13,21.07,41653,14914,15014,12346,22135,15347,16958,14330,78.25,91.2,83.66,66.17,71.67,531,1.26,179.38
12287,2.77,29661,88.74,1.74,37.71,16.86,3.85,7.64,33274,11389,11444,700,8964,888,10044,12176,81.08,93.35,81.56,81.02,86.43,113,1.29,43.37
12822,3.2,14994,59.71,1.52,23.39,37.41,19.94,21.82,17147,6619,7375,1443,1657,16243,4710,4946,56.55,69.14,66.1,43.03,52.44,666,5,161.69
23755,2.72,15917,64.31,0.73,23.41,36.45,19.72,14.93,20385,8844,14108,5143,913,16380,0,5584,42.57,56.43,54.01,59.79,61.43,3044,13.18,3268.26
11475,2.8,34198,75.95,0.34,48.68,30.6,4.19,20.1,37299,13836,13746,19793,22310,20233,0,0,81.48,89.18,88.88,59.93,65.29,46,0.52,168.99
28653,3.45,17489,66.89,1.91,27.75,37.11,16.45,15.65,19304,6887,7587,11243,34652,480,4549,5133,68.65,80.79,77.7,48.72,54.71,496,1.85,178.75
14771,2.76,30524,75.38,1.04,40.87,33.83,5.91,19.68,34292,13547,14339,8240,18105,17324,5722,5110,71.83,84.24,76.11,66.45,74.25,545,4.4,231.48
30270,2.56,50843,88.27,0.54,57.24,17.44,1.47,13.62,57347,23248,23110,21232,25762,34192,8459,16332,83.56,96.07,80,57.23,69.33,112,0.56,103.28
60536,2.67,23462,78.96,1.67,39.17,22.71,7.57,11.84,30705,11461,12074,7642,5856,7764,6256,6306,68.92,74.4,73.49,62.25,71.54,1129,2.67,203.69
96357,2.57,40313,86.31,0.71,40.97,15.87,4.31,10.28,45266,18750,20021,17796,12403,14690,8317,8682,67.31,84.89,70.11,65.53,70.72,1706,3.12,448.84
11676,2.84,45171,85.19,0.9,48.9,18.88,2.3,15.78,47353,19361,19841,11200,21284,20012,14579,13766,72.9,89.54,81.26,57.82,68.55,159,2.07,356.17
16390,3.17,64338,85.12,0.45,61.11,27.67,2.1,14.6,78338,30465,32613,23417,6689,28922,8649,14173,82.74,96.94,83,62.3,73.48,134,1.38,672.35
12363,2.57,19474,64.92,0.66,28.95,29.57,20.02,15.89,22114,9997,10369,3440,8018,7699,5381,6391,60.99,63.12,69.92,42.35,53.18,353,3.38,981.2
10433,2.51,34466,79.59,1.91,45.51,26.84,3.1,18.15,40134,15307,15319,16762,8998,10000,0,8881,78.71,91.86,76.74,66.3,75.54,55,0.66,190.21
19027,2.55,26614,78.27,0.48,37.01,28.61,5.7,14.93,33353,13825,15390,9103,10031,6877,6980,9942,58.27,74.79,65.39,65.1,74.18,790,6.71,446.77
12724,3.11,77530,92.92,1.9,60.18,9.48,1.53,12.08,80541,31967,31742,42375,34822,46973,2897,10510,90.88,96.75,96.08,53.32,58.75,32,0.38,31.75
47564,3.04,38532,82.87,0.61,31.39,20.03,12.03,14.42,41512,13686,15469,10521,10818,13750,9111,10286,66.23,80.69,76.1,59.39,65.81,1742,5.04,868.12
72820,2.89,61058,87.49,0.49,56.07,15.65,1.79,13.66,64690,24160,24844,19738,18175,18151,15757,17938,85.36,94.05,87.05,55.4,65.83,285,0.63,225.56
429433,2.7,31938,77.65,0.52,35.44,21.04,11.35,13.73,36305,15639,20334,10518,12658,9544,6860,7758,60.26,71.53,67.31,50.26,57.56,20207,7.4,1631.98
85493,2.47,23370,70.64,0.43,45.16,32.25,9.7,18.09,31431,12484,12733,7500,6606,7360,5762,9377,69.45,76.46,73.91,58.21,69.97,1889,2.84,?
14669,2.41,19829,71.32,0.47,28.63,36.41,12.54,14.19,25315,11889,15950,6541,0,13329,5202,6631,44.02,53.46,47.37,61.56,72.71,1346,9.56,1419.06
76095,3.18,43555,88.08,0.85,33.78,14.43,6.57,11.97,46618,15292,16292,19120,18008,15532,8557,8767,76.95,90.23,80.51,58.88,65.63,1508,2.97,519.47
38195,2.58,39603,77.43,0.59,48.75,28.02,6.8,17.89,48040,18436,18551,14015,24024,12859,6216,12070,72.49,85.41,81.22,64.45,71.13,411,1.54,87.26
79443,2.94,43428,87.41,0.34,47.14,16.88,2.15,9.04,49856,18319,18653,11989,26800,16487,10683,13111,81.54,91.14,83.5,60.56,70.12,806,1.66,294.6
12996,2.9,50798,86.63,1.43,60.43,22.14,3.17,16.58,53253,19408,19332,25248,13765,26565,0,16761,86.25,100,87.47,61.09,66.71,43,0.5,53.2
24093,2.74,30160,74.51,0.52,33.82,26.39,11.82,24.08,35113,12531,12936,8902,10072,9096,5087,7505,65.5,70.32,76.73,55.58,61.72,757,3.74,?
38961,2.66,42019,83.76,0.65,49.2,19.09,4.56,15.36,48112,18289,19667,12957,14707,15914,12257,13548,74.56,90.43,79.4,71.93,73.77,528,2.08,282.16
39806,2.81,21864,78.28,0.71,27.93,24.35,12.64,13.13,27231,11329,15675,5735,7818,18356,4444,11580,52.34,60.57,59.89,62.31,68.02,2641,8.59,958.15
444719,2.49,25741,78.45,1.23,36.45,23.53,6.57,14.88,31587,13528,15301,7949,9070,10828,6340,7173,64.48,75.15,71.96,63.09,70.22,14599,4.42,1389.87
10886,2.88,21946,77.74,1.6,32.86,26.78,5.47,14.01,28653,9924,11409,7261,500,11843,5175,6081,68.92,78.68,79.44,50.15,60.33,204,2.11,1240.65
19788,3.11,18962,70.46,2.83,21.47,29.27,15.26,10.69,21345,8515,9117,4721,6209,31527,5664,6177,69.91,84.09,80.71,44.99,55.17,330,1.73,674.67
10362,2.4,20189,70.72,3.75,40.14,32.16,7.1,12.59,24650,10189,10577,18912,9233,4133,4017,4789,73.72,82.43,74.24,59.14,68.06,175,1.85,161.02
26540,3.62,47790,71.68,1.19,61.52,30.93,4.04,25.71,58074,21972,23701,10450,11328,12798,11206,13588,80.06,92.05,75.41,60.56,70.42,62,0.49,332.73
38142,2.59,22610,72.53,0.2,38.27,23.72,11.14,23.85,26423,11418,12090,8327,6839,7953,7510,8370,66.99,75.27,77.99,46.12,56.53,758,2.88,620.71
54523,2.58,25740,78.54,1.83,44.5,24.57,6.79,14.98,31056,12469,13310,10045,5269,8910,7474,10978,70.31,77.67,73.69,67.14,74.86,1110,2.62,442.93
15392,3.2,54364,90.63,0.86,50.34,12.22,3.2,12.34,56959,19337,21960,18848,40457,15184,12119,14640,79.48,88.99,78.35,64.29,69.33,88,0.88,372.95
37093,2.78,59020,83.39,0.91,69.37,23.06,1.89,12.69,67412,30531,31602,15439,12993,20991,9963,17763,89.92,96.08,88.02,50.93,61.18,130,0.48,?
12743,3.41,22032,73.44,1.42,27.11,29.37,23.93,12.07,24974,8354,10137,3973,8386,10103,5723,5915,67.29,75.81,81.02,48.17,58.49,424,3.93,587.33
16444,2.57,37156,85.91,0.42,53.81,18.82,1.72,15.61,41982,19266,20177,10521,0,6974,11488,14543,74.49,82.25,75.7,73.71,76.44,139,1.34,210.79
20469,2.4,25787,77.55,0.94,41.14,24.17,5.1,14.84,30776,13110,13201,1589,10954,9620,12017,7723,69.46,81.12,65.02,66.48,75.54,268,1.86,500.47
17199,2.71,70000,87.4,0.54,71.9,17.4,1.51,13.47,80572,33458,34046,17546,20100,24908,7926,31761,90.17,98.13,89.08,50.05,59.82,28,0.27,75.72
46080,2.68,24955,78.84,1.08,41.33,25.24,5.4,13.2,31089,11385,11637,9421,6017,7772,7252,6816,78.33,86.94,78.29,63.73,71.71,446,1.23,345.45
11804,2.28,16600,48.41,0.1,26.22,49.6,22.96,23.99,20998,9531,9679,7842,7370,9129,7763,5860,50.72,48.36,80.37,51.14,55.79,257,2.34,1687.02
40775,2.58,21174,72.02,0.46,30.34,29.44,9.1,19.04,25387,11451,13571,6423,18283,6592,5316,7106,55.52,70.64,63.74,61.52,67.68,1776,5.55,394.74
17648,2.65,25385,75.78,1.32,38.49,30.83,9.69,16.11,30516,11267,11766,8166,16970,2673,7664,7666,63.43,65.39,69.33,64.27,70.3,475,3.22,340.43
37819,2.57,39087,79.66,0.55,59.98,23.69,5.61,17.36,49387,19347,19367,20207,8298,20983,13438,15115,82.29,90.91,81.95,52.51,64.04,302,1.01,?
18827,2.59,16997,63.58,0.71,27.96,40.81,15.06,17.19,20873,11208,16980,5021,235,10085,0,2835,46.84,60.02,54.47,56.77,62.6,1779,9.97,?
67153,2.67,34850,78.36,0.28,34.21,28.42,9.57,15.5,41120,15835,19012,13783,16171,15398,11258,11833,50.89,67.87,58.68,60.28,70.55,4765,9.55,1446.56
30601,2.41,32002,75.99,0.66,50.91,32.82,3.48,20.71,37794,14914,15065,13223,10858,7762,13060,12058,74.31,85.99,78.44,70.11,77.84,307,1.26,271.52
16609,3.11,14509,66.06,1.65,24.72,28.39,17.48,14.63,16407,7371,10918,3891,15156,6203,5415,6267,42.01,45.91,52,64.64,70.61,1640,12.57,788.52
10453,2.62,27095,79.84,2.1,39.75,24.81,5.12,16.84,31528,12464,12614,8284,12930,13034,3161,2993,73.3,87.29,74.25,61.07,69.82,76,0.94,393.26
24699,2.52,18743,64.84,1.43,27.22,37.27,12.11,16.49,23486,10038,11365,5690,10716,5264,7088,10583,58.47,70.02,74.31,59.89,69.1,1071,4.92,1783.14
17084,2.5,43109,77.8,0.71,58.57,34.1,1.6,17.26,49551,19342,19284,109500,40500,13815,21236,24850,82.79,95.26,78.43,53.38,60,49,0.41,77.05
30544,2.84,45550,91.28,1.34,41.93,12.28,2.48,10.73,50913,18093,18964,14642,17155,28987,10362,12879,79.11,90.15,84.32,73.79,80.39,352,1.81,275.58
15333,2.74,35301,86,0.81,54.29,21.35,3.28,12.43,40271,14268,14421,6933,7004,8490,9616,10474,78.09,86.21,80.93,76.75,82.13,227,1.94,74.08
32188,2.81,38068,87.61,1.17,42.88,16.2,2.04,13.14,41985,16010,16111,13739,11716,9763,7343,9042,80.04,90.49,84.77,69.71,73.84,191,0.85,400.56
46194,2.28,28824,61.44,0.44,50.14,45.65,4.35,22.53,34186,16668,19104,7688,12982,15533,11181,10160,58.86,76.65,67.77,65.41,74.07,1833,4.87,1357.38
15616,2.83,61524,89.13,1.34,61.48,14.7,1.45,10.99,66461,24637,24568,36042,480000,18511,15913,13756,90.57,98.02,90.92,52.99,64.99,69,0.73,56.31
15116,2.45,27373,73.39,0,49.97,30.7,4.71,16.77,34413,14636,14782,7210,6792,5843,2500,7740,73.84,86.24,74.68,61.91,74.61,164,1.42,?
10486,2.69,44130,85.85,1.57,49.41,18.19,1.88,13.46,51424,20529,21389,5695,14109,1550,7883,9370,81.14,92.19,87.4,53.41,64,60,0.77,394.21
41036,2.54,18004,67.92,0.33,27.3,33.93,12.46,15.17,23245,10670,15261,5148,1866,25286,7824,9695,48.53,58,55.77,65.4,70.59,3258,9.15,445.94
14044,2.17,18514,55.7,0.39,42.53,49.05,5.54,27.24,22576,11294,11302,9274,3739,15348,16409,8119,62.76,78.28,69.16,64.56,71.15,213,1.71,522.13
15254,2.6,37461,73.92,1.06,62.87,34.75,2.88,26.81,44456,18304,19413,2510,26682,8437,2455,9649,78.14,86.79,84.78,59.9,72.48,99,0.95,96.69
36291,3.29,47121,91.96,0.64,38.61,21.51,4.48,25.01,48756,15774,17385,14957,9258,10673,11666,12254,66.38,90.56,78.71,76.53,81.17,1161,4.06,293.41
12454,2.51,42464,82.03,0.66,51.45,26.99,4.92,13.84,50134,19507,19778,12014,0,16232,19228,23310,78.46,93.38,89.6,59.44,66.99,186,2.15,71.54
10764,2.62,30200,78.38,0.78,43.97,29.35,10.29,18.77,34723,13424,13608,7416,2154,8815,16932,8926,74.77,82.39,81.46,62.43,70.66,130,1.57,?
19821,2.87,60274,81.7,0.36,60.08,25.74,3.98,17.1,66386,25726,25749,28082,14188,26938,17316,15831,86.72,96.71,87.28,52.99,63.48,76,0.5,37.95
23146,2.53,19205,67.87,1.06,32.97,34.84,10.45,16.75,24357,11408,15249,5147,4971,13996,24600,5886,55.34,68.6,65.37,60.25,68.27,1338,6.64,516.96
16121,2.54,29833,80.19,0.57,39.37,27.08,6.53,18.74,35436,13266,13290,14082,9122,10567,11500,3814,70.01,80,69.25,69.31,78.16,209,1.69,82.54
26454,2.94,22224,71.12,0.18,24.14,26.71,13.06,14.34,25894,9989,12114,8255,3847,10149,6415,6455,43.56,45.82,56.8,53.1,62.73,3482,17.03,1555.07
17625,2.58,31503,70.25,0.32,56.52,35.89,5.42,26.6,37683,14716,14603,15156,20509,37688,1016,6290,81.96,89.46,84.6,56.83,62.39,109,0.73,52.95
36701,2.55,35911,74.02,0.3,47.87,35.94,6.09,20.49,42634,16308,17418,13048,11204,14454,8838,13246,69.1,86.42,72.98,56.98,68.58,1058,3.99,530.57
80277,2.73,23207,75.55,0.62,40.35,23.76,13.37,13.75,29869,11956,13501,6459,6103,9944,5908,6303,53.51,63.47,55.54,58.67,66.93,4713,9.05,?
16925,2.68,25982,80.57,0.42,28.77,27.51,5.83,16.71,29470,11946,12327,10883,18592,6383,14977,10880,59.6,74.98,58.89,61.34,71.27,482,3.64,1358.47
14852,2.8,61271,86.77,0.82,67.04,17.14,1.57,22.9,64560,23729,25363,17242,23261,13022,16098,15802,81.76,94.34,84.46,60.14,74.87,141,1.38,94.07
28870,2.81,66760,82.78,1.32,68.6,24.11,1.75,15.18,77022,30748,31807,17543,41100,22637,11089,19636,88.09,98.62,88.16,51.9,65.51,106,0.53,88.16
10946,2.84,45127,86.38,1.18,43.01,17.94,6.4,16.48,49307,18940,19186,21432,32681,17729,15940,15082,76.43,90.89,84.81,57.48,67.79,206,2.82,316.75
83995,3.53,43882,86.79,0.47,32.58,20.71,9.1,17.22,47387,13749,14907,15735,14550,12458,9272,9766,65.66,85.37,81.28,67.01,71.65,2564,3.8,1267.73
37319,2.12,23028,40.42,0.36,59.46,72.15,3.56,45.51,27576,13854,13893,11843,9239,21719,10649,10887,80.1,94.68,83.88,64.15,74.69,188,0.51,106.68
31258,2.62,22271,69.26,0.2,40.95,36.19,10.03,22.93,28982,10638,11278,3220,5981,8502,3973,2154,63.17,60.58,67.81,63.19,72.77,1059,4.21,191.96
11796,2.81,36415,87.09,0.65,44.93,17.91,3.34,12.91,39963,16029,16052,33368,0,11814,21000,11769,79.57,93.18,81.19,59.22,68.27,101,1.2,142.9
47217,2.64,36843,87,0.39,38.53,19.32,2.99,10.16,41768,16747,17319,7042,20457,12342,10262,13599,73.84,86.33,76.04,59.89,71,648,2.1,536.18
18666,2.43,26680,72.83,0.47,43.78,33.12,12.51,17.95,35356,13693,13826,6434,15705,7805,4102,24412,64.84,73.4,63.99,60.41,69.46,432,2.99,1678.99
22124,2.42,28261,68.27,0.43,50.13,38.56,6.22,26.05,34117,13944,13817,10191,7309,60635,0,15528,74.61,82.6,86.89,52.45,58.65,218,1.14,241.28
14192,2.39,21372,72.88,0.54,27.19,33.86,9.1,11.64,27227,12012,13223,5903,8914,8001,7875,5211,56.02,64.39,66.17,73.82,76.95,628,4.97,972.89
10444,3.02,35951,87.21,1.11,35.14,18.26,5.47,11.06,38146,12564,12564,0,0,18077,0,16235,78.17,85.3,77.48,71.02,74.89,157,2.2,90.65
19382,2.46,36222,79.67,0.51,40.13,21.53,7.37,14.17,42284,16791,18281,6502,17681,14195,8510,10866,65.57,77.51,73.92,51.66,61.68,457,3.61,1287.84
49938,2.65,44142,82.47,0.45,54.56,28.5,3.14,19.69,50204,19099,19193,17452,17098,16650,11802,13952,78.92,88.33,81.43,60.23,71.53,583,1.65,136.48
44962,2.41,26272,74.48,0.58,37.7,28.81,8.04,21.93,32084,12619,12735,11641,9515,14163,10891,7417,62.3,67.5,68.28,59.71,67.18,1096,2.83,488.86
14096,2.39,18519,68.8,1.14,30.35,31.76,8.79,15.75,23957,11520,13019,4426,11755,13188,5111,5496,56.59,66.01,57.11,67.83,64.88,604,5.03,609.46
15134,2.53,27111,74.91,1.22,48.3,31.8,5.43,14.46,35186,13161,13404,3832,3913,2127,5271,8198,76.23,90.49,80.51,71.96,79.84,191,1.59,?
60167,2.25,51913,87.35,0.48,49.55,12.87,3.53,10.17,58760,26230,26766,29539,19871,25667,15746,15718,69,87.1,73.14,62.36,69.11,1021,3.45,599.45
14903,2.35,20213,64.65,1.06,36.06,42.96,9.09,22.04,24225,11457,13620,5827,20315,17962,5105,7395,50.73,54.49,51.45,59.78,70.98,748,5.39,2018.97
20463,2.67,27824,77.6,1.17,38.37,28.73,7.86,14.58,32943,12053,12102,3629,17417,9258,9347,14994,72.94,80.47,79.58,61.19,72.45,398,2.37,33.66
15026,2.53,20950,68.31,0.49,39.01,32.44,11.17,19.38,26986,11646,11759,5322,3288,0,7931,4042,68.03,82.3,71.6,61.38,68.63,268,2.25,216.78
30576,2.45,51499,82.19,1.34,62.18,18.75,1.42,13.11,60949,27946,28151,28350,48927,20099,18726,13350,83.84,95.01,78.57,53.46,65.08,146,0.74,136.4
133850,2.34,28388,81.73,0.81,36.04,21.87,4.38,12.84,36200,16091,17215,9089,9753,11120,7312,8857,65.38,76.5,68.13,65.79,73.31,2566,3.01,687.49
26542,2.66,32596,76.15,0.82,42.88,33.06,6,17.11,38864,14281,14324,12851,13320,9830,984,5531,78.09,93.22,72.67,54.17,68.56,243,1.26,91.31
27973,2.91,42822,94.04,0.49,43.98,10.73,2.75,6.09,46085,15715,16313,16807,14279,12697,10432,10834,83.34,94.18,82.19,63.61,74.01,191,1.11,?
139426,2.54,28282,75.6,0.62,41.48,28,8.61,13.93,34985,14109,15383,8351,9060,11982,8009,7918,63.79,69.32,72.37,60.04,68.72,6198,5.7,?
36955,4.1,33273,84.76,0.37,17.39,20.83,14.06,11.83,33997,9060,9243,11647,8241,9633,8032,7920,60.5,82.44,76.36,48.48,57.14,1620,5.27,1664.84
60569,2.14,45529,70.65,0.43,65.31,33.09,2.57,23.06,60046,26354,26957,17597,24145,21247,17690,18221,79.33,88.92,82.69,57.5,70.01,431,1,293.54
37060,2.52,25505,73.01,0.92,55.74,34.08,7.98,16.12,32690,13169,13895,3499,9102,2332,6837,7580,78.58,84.27,82.08,60.33,70.69,478,1.59,48.58
81177,2.48,32356,76.74,1.13,50.44,32.28,5.62,19.91,40027,15497,15771,16630,13313,8922,17210,14322,79.74,91.29,80.91,55.65,66.4,1064,1.83,283.39
12361,2.68,43379,89.07,1.82,53.9,10.8,2.44,9.1,46785,18146,18343,16473,22524,15114,12277,11576,85.54,96.07,86.31,65.64,69.9,16,0.24,302.76
85351,2.93,60979,91.66,1,65.28,11.83,1.3,8.04,67827,23934,24247,22102,6856,18867,25207,15423,91.6,95.8,90.93,45.77,59.64,259,0.5,?
19212,3.26,32857,83.85,1.87,28.99,21.92,9.5,13.51,35254,11415,13258,9731,11827,13574,7663,8217,71.2,84.66,77.78,62.75,69.53,583,4.13,918.22
13296,2.72,46082,82.98,0.82,57.86,30.69,4.91,19.05,51305,19070,18925,19009,15472,27917,10221,16213,82.07,95.11,89.55,46.75,63.53,41,0.45,86.45
28227,2.52,30534,76.45,0.83,46.51,24.97,9.15,20.36,37427,16358,17118,10426,11969,10783,7817,9853,62.75,66.67,61.27,49.97,63.93,873,4.64,1185.33
84985,2.38,35858,76.87,0.35,43.35,30.09,6.92,19.09,44184,17436,17979,12497,12129,11140,9974,10966,72.84,86.87,77.93,57.34,66.62,1266,2.15,369.24
47409,2.72,46612,95.82,0.79,53.64,5.77,2.01,5.21,51023,18662,18966,14409,34523,11920,11524,14817,84.01,91.59,81.87,72.89,79.18,489,2.1,?
38736,3.09,50611,95.24,0.97,55.14,6.43,1.4,6.39,52473,17481,17623,13148,15995,11201,16186,11894,88.66,94.34,88.13,76.55,82.37,217,0.97,?
41643,2.84,26615,80.56,0.37,27.62,26.42,7.67,14.1,31404,11481,14159,7394,6076,6771,10218,12158,54.02,68.06,64.49,73.57,75.86,2781,8.81,2047.92
89235,2.73,39014,86.66,1.11,48.71,16.93,3.13,13.72,43771,15642,15862,11857,14063,11223,12306,11967,76.34,84.11,79.31,68.02,76.8,982,1.57,266.81
10241,2.32,26640,76.94,1.91,54.45,32.83,5.79,11.71,32703,14731,14768,3477,6192,0,0,7946,76.52,83.9,78.98,78.79,83.02,108,1.13,84.64
27437,2.59,23491,76.39,1.7,29.39,23.98,14.42,17.12,27796,11815,13262,8691,12816,7632,5674,6029,60.4,74.54,63.82,52.54,62.46,503,2.34,644.09
72644,2.45,26541,75.26,0.38,36.94,31.21,8.73,15.54,33679,12865,13432,8317,9445,7873,8015,8388,66.06,75.72,74.32,66.15,75.63,1923,3.56,458.28
304011,2.47,28024,79.42,1.12,40.19,24.48,6.29,14,34610,14516,15787,8475,8138,9442,8263,9220,68.77,78.93,71.85,63.96,70.92,8142,3.68,874.69
13812,2.83,59724,86.81,0.39,62.81,25.14,3.37,18.09,64760,25054,25154,14445,0,21978,35640,17507,85.76,98.18,83.5,60.79,66.95,48,0.52,160.76
34507,2.47,22430,71.2,0.64,36.62,30.97,8.72,21.42,27456,11307,11305,8596,17646,15022,3327,6476,68.98,76.99,73.39,64.33,67.77,610,2.14,?
21460,3.19,28611,77.43,0.64,20.58,23.29,14.13,14.71,31144,9773,10285,8306,8017,11646,8072,6793,68.59,82.19,73.25,51.28,53.91,669,3.96,1379.97
159936,2.4,22697,75.55,0.79,41.9,27.49,6.69,15.05,29697,13482,14423,8191,5258,8063,6383,6837,69.97,77.97,75.6,57.54,65.9,3772,3.07,797.66
40153,2.97,39904,89.04,0.45,45.76,13.38,3.32,10.03,42883,14793,14787,14485,13814,16919,13347,10698,82.07,91.8,82.47,68.53,76.16,163,0.65,213.14
16512,2.84,18593,69.15,0.54,21.96,31.11,19.29,13.9,22196,9257,13779,5142,1195,31779,9164,6202,40.6,49.76,53.43,61.01,65.21,1952,13.87,607.8
33497,2.66,16331,66.27,0.63,17.99,39.28,12.96,18.39,21013,8433,11798,6045,4754,7367,0,6250,43.42,58.75,51.46,63.11,65.74,3597,10.7,2758.9
27310,2.32,32615,73.03,0.48,54.7,31.66,6.23,25.25,42345,17661,17750,11277,109850,23775,11783,12674,71.14,76.51,77.49,60.7,70.86,317,1.41,342.06
13092,2.06,29547,75.62,0.31,48.32,32.38,2.8,23.5,37828,16242,16627,10687,20667,8679,14283,11336,67.14,85.9,70.35,73.73,79.13,155,1.64,186.04
59718,2.21,28791,79.02,0.3,48.07,25.06,4.56,14.95,37365,16258,16343,13531,15217,13963,10348,12498,72.31,89.23,66.21,60.58,70.08,667,1.76,111.67
76836,2.87,30967,75.02,0.58,38.63,30.17,8.35,17.18,37198,13091,14661,9196,12151,35637,7283,7698,63.58,75.21,72.62,56.92,67.19,3255,5.39,?
16922,1.86,27834,39.25,0.94,69.63,68.37,3.68,40.08,33024,19940,20227,2476,14111,17620,581,11562,60.8,84.08,71.14,57.14,71.89,107,0.61,353.42
16200,2.48,21468,69.63,1.17,35.17,34.08,10.34,18.48,28372,11749,12354,7306,8779,16893,0,8670,65.61,70.45,73.41,56.49,65.03,441,3.07,1046.93
11938,2.26,24127,68.15,0.53,45.97,37.43,8.93,24.67,31923,13736,13811,14198,6438,10742,2369,10940,67.44,72.7,72.64,59.6,68.78,310,3.14,551.69
26778,2.48,17658,65.57,0.41,29.65,36.76,16.41,19.11,22055,9504,9763,7457,9726,9219,6091,8483,56.94,60.14,70.43,58.59,64.19,942,3.9,782.8
22754,2.71,25268,77.36,1.65,28.1,28.59,8.51,13.4,30513,12292,13802,6797,12475,104100,3583,6602,60.59,70.03,74.54,52.65,64.3,890,4.57,2523.46
